image_name,model_name,dice_score
cropped_308,binrushed_persite,0.9588268995285034
cropped_506,binrushed_persite,0.975489616394043
cropped_310,binrushed_persite,0.9467065334320068
cropped_103,binrushed_persite,0.9706020951271056
cropped_124,binrushed_persite,0.9708479046821594
cropped_179,binrushed_persite,0.9716243147850036
cropped_197,binrushed_persite,0.9582983255386353
cropped_140,binrushed_persite,0.9649916887283324
cropped_229,binrushed_persite,0.9645543694496156
cropped_030,binrushed_persite,0.9790863394737244
cropped_089,binrushed_persite,0.9727246165275574
cropped_333,binrushed_persite,0.9115746021270752
cropped_256,binrushed_persite,0.956183135509491
cropped_181,binrushed_persite,0.9493446350097656
cropped_609,binrushed_persite,0.9679794311523438
cropped_610,binrushed_persite,0.972164273262024
cropped_431,binrushed_persite,0.9773889183998108
cropped_381,binrushed_persite,0.9638695120811462
cropped_236,binrushed_persite,0.9793812036514282
cropped_571,binrushed_persite,0.9697058796882628
cropped_445,binrushed_persite,0.9662250876426696
cropped_394,binrushed_persite,0.9800770878791808
cropped_128,binrushed_persite,0.9616535305976868
cropped_183,binrushed_persite,0.9786697626113892
cropped_006,binrushed_persite,0.967515230178833
cropped_035,binrushed_persite,0.9731879830360411
cropped_575,binrushed_persite,0.9260172843933104
cropped_359,binrushed_persite,0.9527835249900818
cropped_443,binrushed_persite,0.9668238759040833
cropped_323,binrushed_persite,0.9832075238227844
cropped_021,binrushed_persite,0.9565867185592652
cropped_287,binrushed_persite,0.9258994460105896
cropped_375,binrushed_persite,0.9753998517990112
cropped_555,binrushed_persite,0.953473687171936
cropped_070,binrushed_persite,0.9705244898796082
cropped_119,binrushed_persite,0.9495427012443542
cropped_113,binrushed_persite,0.96623295545578
cropped_611,binrushed_persite,0.97037011384964
cropped_528,binrushed_persite,0.9722155928611756
cropped_325,binrushed_persite,0.9781032800674438
cropped_428,binrushed_persite,0.9667602181434632
cropped_560,binrushed_persite,0.9718416929244996
cropped_318,binrushed_persite,0.9446066617965698
cropped_566,binrushed_persite,0.9759658575057985
cropped_470,binrushed_persite,0.9559773206710817
cropped_634,binrushed_persite,0.9585154056549072
cropped_580,binrushed_persite,0.9496759176254272
cropped_349,binrushed_persite,0.9818288087844848
cropped_353,binrushed_persite,0.9502755999565125
cropped_490,binrushed_persite,0.970347821712494
cropped_554,binrushed_persite,0.9762863516807556
cropped_059,binrushed_persite,0.9729652404785156
cropped_475,binrushed_persite,0.9694730043411256
cropped_002,binrushed_persite,0.9495859742164612
cropped_515,binrushed_persite,0.9500609040260316
cropped_538,binrushed_persite,0.9528623819351196
cropped_456,binrushed_persite,0.9791685938835144
cropped_010,binrushed_persite,0.9757959842681884
cropped_615,binrushed_persite,0.9752970933914183
cropped_578,binrushed_persite,0.9236397743225098
