Model_A,Model_B,Mean_A,Mean_B,Median_A,Median_B,Std_A,Std_B,Wilcoxon_Stat,Raw_p,Corrected_p,Reject_Null,Better_Model,Significant_Winner
binrushed_fl_finetuned,binrushed_persite,0.9856565177440644,0.9819423019886017,0.9858736097812653,0.9831287562847137,0.003666829398267335,0.005239908425608925,8.0,4.76837158203125e-05,0.011014938354492188,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,central,0.9856565177440644,0.9829020470380783,0.9858736097812653,0.9836643934249878,0.003666829398267335,0.006121644846659823,42.0,0.017181396484375,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,chaksu_fl_finetuned,0.9856565177440644,0.982053005695343,0.9858736097812653,0.9810212254524231,0.003666829398267335,0.004931806073001088,32.0,0.00485992431640625,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,chaksu_persite,0.9856565177440644,0.975885871052742,0.9858736097812653,0.9749976396560669,0.003666829398267335,0.005196506307299845,0.0,1.9073486328125e-06,0.0004405975341796875,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,drishti_fl_finetuned,0.9856565177440644,0.9812193810939789,0.9858736097812653,0.9825796782970428,0.003666829398267335,0.00598977964328008,21.0,0.000850677490234375,0.19650650024414062,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,drishti_persite,0.9856565177440644,0.9728445142507554,0.9858736097812653,0.9757495224475861,0.003666829398267335,0.009252895342676306,0.0,1.9073486328125e-06,0.0004405975341796875,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,g1020_fl_finetuned,0.9856565177440644,0.9834712952375412,0.9858736097812653,0.9838068187236786,0.003666829398267335,0.0046918183604798755,48.0,0.03276824951171875,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,g1020_persite,0.9856565177440644,0.9828936815261841,0.9858736097812653,0.9840287864208221,0.003666829398267335,0.004583034297586474,23.0,0.001209259033203125,0.2793388366699219,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,magrabi_fl_finetuned,0.9856565177440644,0.9846356868743896,0.9858736097812653,0.9850827753543854,0.003666829398267335,0.003963193209611166,41.0,0.01531219482421875,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,magrabi_persite,0.9856565177440644,0.9732758074998855,0.9858736097812653,0.9767614006996155,0.003666829398267335,0.011190883237908759,0.0,1.9073486328125e-06,0.0004405975341796875,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,messidor_fl_finetuned,0.9856565177440644,0.9868213117122651,0.9858736097812653,0.9878323972225189,0.003666829398267335,0.003715704215256192,40.0,0.013616561889648438,1.0,False,messidor_fl_finetuned,None
binrushed_fl_finetuned,messidor_persite,0.9856565177440644,0.984556359052658,0.9858736097812653,0.9861935675144196,0.003666829398267335,0.004747436188568712,66.0,0.15364646911621094,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,origa_fl_finetuned,0.9856565177440644,0.9747223794460297,0.9858736097812653,0.976613610982895,0.003666829398267335,0.010155296986936867,6.0,2.6702880859375e-05,0.006168365478515625,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,origa_persite,0.9856565177440644,0.9745786547660827,0.9858736097812653,0.9763458669185638,0.003666829398267335,0.010550897664155838,9.0,6.29425048828125e-05,0.014539718627929688,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,pipeline1,0.9856565177440644,0.9811774522066117,0.9858736097812653,0.981431782245636,0.003666829398267335,0.005265993800001454,22.0,0.0010166168212890625,0.23483848571777344,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,pipeline2,0.9856565177440644,0.9797735393047333,0.9858736097812653,0.9792719781398773,0.003666829398267335,0.006126876081913724,18.0,0.0004825592041015625,0.11147117614746094,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,pipeline3,0.9856565177440644,0.9830815523862839,0.9858736097812653,0.983749806880951,0.003666829398267335,0.005702673103031545,40.0,0.013616561889648438,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,refuge_fl_finetuned,0.9856565177440644,0.9788688063621521,0.9858736097812653,0.9806433022022247,0.003666829398267335,0.007155216958022496,11.0,0.0001049041748046875,0.024232864379882812,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,refuge_persite,0.9856565177440644,0.9793851882219314,0.9858736097812653,0.9810413718223572,0.003666829398267335,0.007340070048556148,17.0,0.0003948211669921875,0.09120368957519531,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,rimone_fl_finetuned,0.9856565177440644,0.9821280509233474,0.9858736097812653,0.9849540889263154,0.003666829398267335,0.006223817892100658,15.0,0.0002613067626953125,0.06036186218261719,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,rimone_persite,0.9856565177440644,0.9798789083957672,0.9858736097812653,0.9812612235546112,0.003666829398267335,0.006212564631560359,2.0,5.7220458984375e-06,0.0013217926025390625,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_persite,central,0.9819423019886017,0.9829020470380783,0.9831287562847137,0.9836643934249878,0.005239908425608925,0.006121644846659823,86.0,0.49800872802734375,1.0,False,central,None
binrushed_persite,chaksu_fl_finetuned,0.9819423019886017,0.982053005695343,0.9831287562847137,0.9810212254524231,0.005239908425608925,0.004931806073001088,100.0,0.8694877624511719,1.0,False,chaksu_fl_finetuned,None
binrushed_persite,chaksu_persite,0.9819423019886017,0.975885871052742,0.9831287562847137,0.9749976396560669,0.005239908425608925,0.005196506307299845,17.0,0.0003948211669921875,0.09120368957519531,False,binrushed_persite,None
binrushed_persite,drishti_fl_finetuned,0.9819423019886017,0.9812193810939789,0.9831287562847137,0.9825796782970428,0.005239908425608925,0.00598977964328008,88.0,0.5458755493164062,1.0,False,binrushed_persite,None
binrushed_persite,drishti_persite,0.9819423019886017,0.9728445142507554,0.9831287562847137,0.9757495224475861,0.005239908425608925,0.009252895342676306,0.0,1.9073486328125e-06,0.0004405975341796875,True,binrushed_persite,binrushed_persite
binrushed_persite,g1020_fl_finetuned,0.9819423019886017,0.9834712952375412,0.9831287562847137,0.9838068187236786,0.005239908425608925,0.0046918183604798755,72.0,0.2305126190185547,1.0,False,g1020_fl_finetuned,None
binrushed_persite,g1020_persite,0.9819423019886017,0.9828936815261841,0.9831287562847137,0.9840287864208221,0.005239908425608925,0.004583034297586474,84.0,0.4523754119873047,1.0,False,g1020_persite,None
binrushed_persite,magrabi_fl_finetuned,0.9819423019886017,0.9846356868743896,0.9831287562847137,0.9850827753543854,0.005239908425608925,0.003963193209611166,33.0,0.005580902099609375,1.0,False,magrabi_fl_finetuned,None
binrushed_persite,magrabi_persite,0.9819423019886017,0.9732758074998855,0.9831287562847137,0.9767614006996155,0.005239908425608925,0.011190883237908759,4.0,1.33514404296875e-05,0.0030841827392578125,True,binrushed_persite,binrushed_persite
