Model_A,Model_B,Mean_A,Mean_B,Median_A,Median_B,Std_A,Std_B,Wilcoxon_Stat,Raw_p,Corrected_p,Reject_Null,Better_Model,Significant_Winner
binrushed_fl_finetuned,binrushed_persite,0.9099504083395005,0.8947272598743439,0.924919992685318,0.8999530076980591,0.06126288016404128,0.0550569629912468,66.0,0.15364646911621094,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,central,0.9099504083395005,0.8994316279888153,0.924919992685318,0.9163044393062592,0.06126288016404128,0.0862480236543631,95.0,0.7285060882568359,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,chaksu_fl_finetuned,0.9099504083395005,0.7838362216949463,0.924919992685318,0.8308227956295013,0.06126288016404128,0.1377655040907924,5.0,1.9073486328125e-05,0.004405975341796875,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,chaksu_persite,0.9099504083395005,0.7514804288744926,0.924919992685318,0.814297616481781,0.06126288016404128,0.157619677238008,0.0,1.9073486328125e-06,0.0004405975341796875,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,drishti_fl_finetuned,0.9099504083395005,0.8307390570640564,0.924919992685318,0.8763515651226044,0.06126288016404128,0.1476614183538227,15.0,0.0002613067626953125,0.06036186218261719,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,drishti_persite,0.9099504083395005,0.5782184552401304,0.924919992685318,0.6470009386539459,0.06126288016404128,0.19762903730022247,0.0,1.9073486328125e-06,0.0004405975341796875,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,g1020_fl_finetuned,0.9099504083395005,0.7863484054803849,0.924919992685318,0.8780916631221771,0.06126288016404128,0.27205995863809224,16.0,0.0003223419189453125,0.07446098327636719,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,g1020_persite,0.9099504083395005,0.8745076954364777,0.924919992685318,0.8938776254653931,0.06126288016404128,0.05983084003171843,22.0,0.0010166168212890625,0.23483848571777344,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,magrabi_fl_finetuned,0.9099504083395005,0.8961551815271378,0.924919992685318,0.929536372423172,0.06126288016404128,0.0760338694730635,62.0,0.11398696899414062,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,magrabi_persite,0.9099504083395005,0.8051807105541229,0.924919992685318,0.8512679636478424,0.06126288016404128,0.20630317842733853,26.0,0.0019855499267578125,0.4586620330810547,False,binrushed_fl_finetuned,None
