Model_A,Model_B,Mean_A,Mean_B,Median_A,Median_B,Std_A,Std_B,Wilcoxon_Stat,Raw_p,Corrected_p,Reject_Null,Better_Model,Significant_Winner
binrushed_fl_finetuned,binrushed_persite,0.7557125684558129,0.7046435630443145,0.8173043727874756,0.7282336354255676,0.19068984791562596,0.18146419278320602,297.0,0.0013426407861949485,0.3101500216110331,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,central,0.7557125684558129,0.7940522949306332,0.8173043727874756,0.8448238372802734,0.19068984791562596,0.2242433008058872,247.0,0.00016722716564743223,0.038629475264556845,True,central,central
binrushed_fl_finetuned,chaksu_fl_finetuned,0.7557125684558129,0.6755293061842724,0.8173043727874756,0.7522028684616089,0.19068984791562596,0.23350581527830647,78.0,2.3795152515049267e-09,5.496680230976381e-07,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,chaksu_persite,0.7557125684558129,0.6553859532791741,0.8173043727874756,0.7323518395423889,0.19068984791562596,0.2443439720292385,44.0,5.261213686935662e-11,1.2153403616821379e-08,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,drishti_fl_finetuned,0.7557125684558129,0.6759139950178108,0.8173043727874756,0.7053263783454895,0.19068984791562596,0.20850044352204744,108.0,3.486130850660629e-08,8.052962265026054e-06,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,drishti_persite,0.7557125684558129,0.5460703746244615,0.8173043727874756,0.6152306199073792,0.19068984791562596,0.27171158872631307,31.0,8.43769498715119e-12,1.949107542031925e-09,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,g1020_fl_finetuned,0.7557125684558129,0.7463570632496659,0.8173043727874756,0.8346475958824158,0.19068984791562596,0.23671737952258146,565.0,0.6429659677266777,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,g1020_persite,0.7557125684558129,0.7177636702449954,0.8173043727874756,0.753262996673584,0.19068984791562596,0.19148152649027186,355.0,0.00970598363425168,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,magrabi_fl_finetuned,0.7557125684558129,0.7391720662007526,0.8173043727874756,0.8085505366325378,0.19068984791562596,0.2088153320346939,372.0,0.016027738565448146,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,magrabi_persite,0.7557125684558129,0.7113934724914784,0.8173043727874756,0.7299122214317322,0.19068984791562596,0.17425351410522785,290.0,0.0010259586218275274,0.23699644164215883,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,messidor_fl_finetuned,0.7557125684558129,0.7279775081848612,0.8173043727874756,0.8040348291397095,0.19068984791562596,0.21693971552604288,293.0,0.001152311848784393,0.2661840370691948,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,messidor_persite,0.7557125684558129,0.7262235116593692,0.8173043727874756,0.7712478041648865,0.19068984791562596,0.19268325329503172,297.0,0.0013426407861949485,0.3101500216110331,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,origa_fl_finetuned,0.7557125684558129,0.686150597674506,0.8173043727874756,0.7749252915382385,0.19068984791562596,0.23877832260549428,148.0,6.822769940129092e-07,0.00015760598561698203,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,origa_persite,0.7557125684558129,0.691372738656949,0.8173043727874756,0.7608796954154968,0.19068984791562596,0.22495073095609666,102.0,2.1141183026429644e-08,4.883613279105248e-06,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,pipeline1,0.7557125684558129,0.7224163505799917,0.8173043727874756,0.8046557903289795,0.19068984791562596,0.22178384484988112,288.0,0.000948836474645276,0.21918122564305875,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,pipeline2,0.7557125684558129,0.7294930952544115,0.8173043727874756,0.7840564250946045,0.19068984791562596,0.20923927311763302,242.0,0.00013283084820514546,0.0306839259353886,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,pipeline3,0.7557125684558129,0.7375614644617451,0.8173043727874756,0.808386504650116,0.19068984791562596,0.21162325043132557,356.0,0.010005901957622854,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,refuge_fl_finetuned,0.7557125684558129,0.7381302499953581,0.8173043727874756,0.806053638458252,0.19068984791562596,0.20429423697384666,352.0,0.008852824029862205,1.0,False,binrushed_fl_finetuned,None
