Model_A,Model_B,Mean_A,Mean_B,Median_A,Median_B,Std_A,Std_B,Wilcoxon_Stat,Raw_p,Corrected_p,Reject_Null,Better_Model,Significant_Winner
binrushed_fl_finetuned,binrushed_persite,0.8760522251327832,0.8667371451854706,0.8864714205265045,0.8747230172157288,0.06199566122062355,0.06712098704282864,2963.0,0.08067451983964767,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,central,0.8760522251327832,0.8947425151864687,0.8864714205265045,0.907235860824585,0.06199566122062355,0.0539524510905897,2111.0,6.947920949644873e-05,0.016049697393679657,True,central,central
binrushed_fl_finetuned,chaksu_fl_finetuned,0.8760522251327832,0.8270331044991811,0.8864714205265045,0.8321631550788879,0.06199566122062355,0.07080703821293016,1365.0,2.9974373439496825e-09,6.924080264523766e-07,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,chaksu_persite,0.8760522251327832,0.811108643313249,0.8864714205265045,0.8112232983112335,0.06199566122062355,0.07550654841801552,962.0,2.8054075071156964e-12,6.480491341437259e-10,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,drishti_fl_finetuned,0.8760522251327832,0.829448106388251,0.8864714205265045,0.8308026790618896,0.06199566122062355,0.06866964395153126,1521.0,3.328900519188646e-08,7.689760199325773e-06,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,drishti_persite,0.8760522251327832,0.6349567246933778,0.8864714205265045,0.6217120289802551,0.06199566122062355,0.12596098088921717,83.0,1.5555647814611116e-20,3.5933546451751674e-18,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,g1020_fl_finetuned,0.8760522251327832,0.8560140545169512,0.8864714205265045,0.8729905486106873,0.06199566122062355,0.07164441737008302,2162.0,0.00012079856478425598,0.027904468465163132,True,binrushed_fl_finetuned,binrushed_fl_finetuned
binrushed_fl_finetuned,g1020_persite,0.8760522251327832,0.8662736167510351,0.8864714205265045,0.8891375958919525,0.06199566122062355,0.06757045919060532,3035.0,0.11917941962578059,1.0,False,binrushed_fl_finetuned,None
binrushed_fl_finetuned,magrabi_fl_finetuned,0.8760522251327832,0.8814905141790708,0.8864714205265045,0.8908988237380981,0.06199566122062355,0.054102277140118296,2989.0,0.09321148280848329,1.0,False,magrabi_fl_finetuned,None
binrushed_fl_finetuned,magrabi_persite,0.8760522251327832,0.8356930792331696,0.8864714205265045,0.8774318993091583,0.06199566122062355,0.13062862189879482,2152.0,0.00010852838646196516,0.025070057272713952,True,binrushed_fl_finetuned,binrushed_fl_finetuned
